task_id,reference_type,reference
AOS-CELL-050,spec,AOS-HW-007#voice-and-ims
AOS-CELL-050,spec,AOS-PLAN-006#cellular-and-voice-criteria
AOS-CELL-050,source,SRC-023
AOS-CELL-050,source,SRC-048
AOS-CELL-050,claim,CLM-009
AOS-CELL-050,experiment,EXP-044
AOS-CELL-051,spec,AOS-HW-007#audio-routing
AOS-CELL-052,spec,AOS-LEGAL-004#cellular-and-carrier-path
AOS-CELL-052,spec,AOS-HW-007#certification-consequences
AOS-CELL-052,source,SRC-050
AOS-CELL-052,source,SRC-051
AOS-CELL-060,spec,AOS-LEGAL-005#priority-contacts
AOS-CELL-060,spec,AOS-HW-007#module-selection
AOS-CELL-070,spec,AOS-PROD-006#tier-two
AOS-CELL-070,spec,AOS-HW-003#modem-role
AOS-CELL-080,spec,AOS-PLAN-006#cellular-and-voice-criteria
AOS-CELL-080,spec,AOS-HW-007#product-claim-levels
AOS-P9-000,spec,AOS-HW-002#track-purpose
AOS-P9-001,spec,AOS-HW-002#target-dossier
AOS-P9-001,spec,AOS-LEGAL-002#pixel-application
AOS-P9-001,source,SRC-019
AOS-P9-001,source,SRC-020
AOS-P9-001,source,SRC-021
AOS-P9-010,spec,AOS-HW-002#device-acquisition
AOS-P9-010,spec,AOS-LEGAL-001#device-and-protocol-work
AOS-P9-010,source,SRC-019
AOS-P9-010,source,SRC-020
AOS-P9-010,claim,CLM-005
AOS-P9-010,experiment,EXP-030
AOS-P9-011,spec,AOS-HW-002#recovery-first
AOS-P9-011,spec,AOS-LEGAL-002#artifact-controls
AOS-P9-015,spec,AOS-ARCH-011#pixel-legacy-boundary
AOS-P9-015,spec,AOS-ADR-0004#decision
AOS-P9-015,claim,CLM-004
AOS-P9-015,experiment,EXP-031
AOS-P9-020,spec,AOS-HW-002#quality-oracle
AOS-P9-020,spec,AOS-HW-006#quality-definition
AOS-P9-020,source,SRC-021
AOS-P9-020,experiment,EXP-035
AOS-P9-021,spec,AOS-LEGAL-002#workflow
AOS-P9-022,spec,AOS-HW-002#sidecar-and-proxy
AOS-P9-022,spec,AOS-ARCH-011#compatibility-cells
AOS-P9-030,spec,AOS-HW-002#phase-one-boot
AOS-P9-030,spec,AOS-PLAN-006#pixel-stop-criteria
AOS-P9-030,claim,CLM-006
AOS-P9-030,experiment,EXP-032
AOS-P9-031,spec,AOS-HW-002#phase-two-platform
AOS-P9-031,spec,AOS-LEGAL-002#workflow
AOS-P9-040,spec,AOS-HW-002#phase-three-essential-io
AOS-P9-040,spec,AOS-ARCH-006#board-package
AOS-P9-040,claim,CLM-006
AOS-P9-040,experiment,EXP-033
AOS-P9-041,spec,AOS-HW-002#phase-three-essential-io
AOS-P9-041,spec,AOS-ARCH-006#device-lifecycle
AOS-P9-050,spec,AOS-HW-002#gpu-and-display
AOS-P9-050,spec,AOS-HW-002#power-and-thermal
AOS-P9-050,source,SRC-041
AOS-P9-050,source,SRC-042
AOS-P9-050,claim,CLM-007
AOS-P9-050,experiment,EXP-034
AOS-P9-051,spec,AOS-HW-002#camera-feasibility
AOS-P9-051,spec,AOS-HW-006#controlled-proprietary-option
AOS-P9-052,spec,AOS-HW-002#radio-and-security
AOS-P9-052,spec,AOS-ARCH-013#root-of-trust
AOS-P9-060,spec,AOS-LEGAL-002#artifact-controls
AOS-P9-060,spec,AOS-LEGAL-003#release-gate
AOS-P9-060,spec,AOS-ARCH-011#pixel-legacy-boundary
AOS-P9-070,spec,AOS-PLAN-006#pixel-stop-criteria
AOS-P9-070,spec,AOS-HW-002#decision-gate
AOS-P9-080,spec,AOS-ARCH-011#retirement-requirement
AOS-P9-080,spec,AOS-ADR-0004#consequences
AOS-P9-090,spec,AOS-HW-014#role
AOS-P9-090,spec,AOS-HW-014#experiments
AOS-P9-090,source,SRC-020
AOS-P9-090,source,SRC-081
AOS-P9-090,claim,CLM-005
AOS-P9-090,experiment,EXP-030
AOS-P9-091,spec,AOS-HW-014#experiments
AOS-P9-091,spec,AOS-ARCH-017#pixel
AOS-P9-091,claim,CLM-006
AOS-P9-091,experiment,EXP-032
AOS-P9-092,spec,AOS-HW-014#experiments
AOS-P9-092,spec,AOS-HW-014#stop
AOS-P9-092,claim,CLM-006
AOS-P9-092,experiment,EXP-033
AOS-P9-093,spec,AOS-HW-014#experiments
AOS-P9-093,spec,AOS-HW-014#experiments
AOS-P9-093,claim,CLM-007
AOS-P9-093,experiment,EXP-034
AOS-P9-094,spec,AOS-HW-014#experiments
AOS-P9-094,spec,AOS-HW-012#tracks
AOS-P9-094,claim,CLM-013
AOS-P9-095,spec,AOS-HW-014#experiments
AOS-P9-095,spec,AOS-HW-007#separate-capability-gates
AOS-P9-095,claim,CLM-008
AOS-P9-095,claim,CLM-009
AOS-P9-096,spec,AOS-HW-014#stop
AOS-P9-096,spec,AOS-PLAN-012#convergence
AOS-SEC-000,spec,AOS-ARCH-012#threat-model-scope
AOS-SEC-001,spec,AOS-ARCH-012#threat-model-scope
AOS-SEC-001,spec,AOS-ARCH-012#assets-and-adversaries
AOS-SEC-002,spec,AOS-ARCH-012#trusted-computing-base
AOS-SEC-002,spec,AOS-ARCH-004#least-authority
AOS-SEC-010,spec,AOS-ARCH-004#security-properties
AOS-SEC-010,spec,AOS-ARCH-004#confused-deputy-defense
AOS-SEC-010,source,SRC-017
AOS-SEC-010,source,SRC-018
AOS-SEC-010,source,SRC-001
AOS-SEC-010,source,SRC-002
AOS-SEC-011,spec,AOS-ARCH-015#fuzzing
AOS-SEC-011,spec,AOS-LEGAL-003#provenance-record
AOS-SEC-012,spec,AOS-ARCH-002#assurance-boundary
AOS-SEC-012,spec,AOS-ARCH-012#assurance-strategy
AOS-SEC-012,source,SRC-001
AOS-SEC-012,source,SRC-002
AOS-SEC-020,spec,AOS-ARCH-012#cryptography
AOS-SEC-020,spec,AOS-LEGAL-003#dependency-policy
AOS-SEC-021,spec,AOS-ARCH-012#entropy
AOS-SEC-022,spec,AOS-ARCH-012#key-management
AOS-SEC-022,spec,AOS-ADR-0005#decision
AOS-SEC-030,spec,AOS-ARCH-013#boot-chain
AOS-SEC-030,spec,AOS-ARCH-013#root-of-trust
AOS-SEC-031,spec,AOS-ARCH-013#attestation
AOS-SEC-031,spec,AOS-ARCH-012#identity-and-attestation
AOS-SEC-032,spec,AOS-ARCH-013#anti-rollback
AOS-SEC-032,spec,AOS-ARCH-013#rollback
AOS-SEC-040,spec,AOS-ARCH-013#update-model
AOS-SEC-040,spec,AOS-ARCH-012#supply-chain
AOS-SEC-041,spec,AOS-ARCH-013#recovery-environment
AOS-SEC-041,spec,AOS-PROD-004#failure-and-rollback
AOS-SEC-050,spec,AOS-ARCH-012#sensitive-data
AOS-SEC-050,spec,AOS-PROD-002#privacy-controls
AOS-SEC-051,spec,AOS-ARCH-012#diagnostic-data
AOS-SEC-051,spec,AOS-RES-004#evidence-integrity
AOS-SEC-060,spec,AOS-PROD-003#integration-package
AOS-SEC-060,spec,AOS-LEGAL-003#compliance-tooling
AOS-SEC-060,spec,AOS-ARCH-012#supply-chain
AOS-SEC-060,source,SRC-058
AOS-SEC-060,source,SRC-059
AOS-SEC-060,source,SRC-060
AOS-SEC-061,spec,AOS-GOV-004#response-process
AOS-SEC-061,spec,AOS-LEGAL-003#dependency-policy
AOS-SEC-061,spec,AOS-ARCH-015#release-evidence
AOS-SEC-061,source,SRC-058
AOS-SEC-061,source,SRC-059
AOS-SEC-061,source,SRC-060
AOS-SEC-061,source,SRC-061
AOS-SEC-070,spec,AOS-ARCH-010#defense-in-depth
AOS-SEC-070,spec,AOS-ARCH-010#resource-budgets
AOS-SEC-070,claim,CLM-018
AOS-SEC-070,experiment,EXP-074
AOS-SEC-080,spec,AOS-ARCH-012#independent-review
AOS-SEC-080,spec,AOS-PLAN-006#technical-gates
AOS-SEC-090,spec,AOS-GOV-004#reporting-vulnerabilities
AOS-SEC-090,spec,AOS-GOV-004#response-process
AOS-SEC-100,spec,AOS-ARCH-012#assurance-strategy
AOS-SEC-100,spec,AOS-RES-003#claim-states
AOS-SEC-110,spec,AOS-ARCH-018#taint
AOS-SEC-110,spec,AOS-VAL-002#integrity
AOS-SEC-111,spec,AOS-ARCH-019#initial-models
AOS-SEC-111,spec,AOS-VAL-005#methods
AOS-SEC-112,spec,AOS-VAL-005#agents
AOS-SEC-112,spec,AOS-ARCH-010#trust-ladder
AOS-SEC-112,claim,CLM-018
AOS-SEC-112,experiment,EXP-073
AOS-SEC-112,experiment,EXP-074
AOS-SEC-113,spec,AOS-VAL-005#assurance-case
AOS-SEC-113,spec,AOS-ARCH-019#assurance-levels
AOS-LEGAL-000,spec,AOS-LEGAL-001#legal-workstreams
AOS-LEGAL-001,spec,AOS-LEGAL-001#legal-workstreams
AOS-LEGAL-001,spec,AOS-LEGAL-003#contributions
AOS-LEGAL-002,spec,AOS-LEGAL-006#clearance-process
AOS-LEGAL-002,spec,AOS-ADR-0006#decision
AOS-LEGAL-002,source,SRC-021
AOS-LEGAL-003,spec,AOS-LEGAL-003#licensing-baseline
AOS-LEGAL-003,spec,AOS-LEGAL-003#contributions
AOS-LEGAL-003,source,SRC-060
AOS-LEGAL-003,source,SRC-063
AOS-LEGAL-003,source,SRC-064
AOS-LEGAL-003,source,SRC-066
AOS-LEGAL-003,source,SRC-067
AOS-LEGAL-003,source,SRC-068
AOS-LEGAL-004,spec,AOS-LEGAL-003#provenance-record
AOS-LEGAL-004,spec,AOS-META-003#source-record
AOS-LEGAL-004,source,SRC-060
AOS-LEGAL-004,source,SRC-061
AOS-LEGAL-004,source,SRC-062
AOS-LEGAL-005,spec,AOS-LEGAL-002#workflow
AOS-LEGAL-005,spec,AOS-LEGAL-002#source-classes
AOS-LEGAL-005,source,SRC-052
AOS-LEGAL-005,source,SRC-053
AOS-LEGAL-006,spec,AOS-LEGAL-001#device-and-protocol-work
AOS-LEGAL-006,spec,AOS-HW-001#target-dossier
AOS-LEGAL-006,source,SRC-019
AOS-LEGAL-006,source,SRC-020
AOS-LEGAL-006,source,SRC-027
AOS-LEGAL-006,source,SRC-028
AOS-LEGAL-006,source,SRC-029
AOS-LEGAL-006,source,SRC-031
AOS-LEGAL-007,spec,AOS-LEGAL-002#pixel-application
AOS-LEGAL-007,spec,AOS-HW-002#allowed-legacy-uses
AOS-LEGAL-007,source,SRC-019
AOS-LEGAL-007,source,SRC-020
AOS-LEGAL-007,source,SRC-021
AOS-LEGAL-007,source,SRC-052
AOS-LEGAL-007,source,SRC-053
AOS-LEGAL-008,spec,AOS-LEGAL-001#privacy-and-product-claims
AOS-LEGAL-008,spec,AOS-PROD-002#privacy-controls
AOS-LEGAL-008,spec,AOS-ARCH-012#sensitive-data
AOS-LEGAL-008,source,SRC-057
AOS-LEGAL-009,spec,AOS-LEGAL-001#jurisdiction-matrix
AOS-LEGAL-009,spec,AOS-GOV-003#funding-sources
AOS-LEGAL-010,spec,AOS-LEGAL-004#market-matrix
AOS-LEGAL-010,spec,AOS-LEGAL-004#development-stages
AOS-LEGAL-010,source,SRC-050
AOS-LEGAL-010,source,SRC-051
AOS-LEGAL-010,source,SRC-054
AOS-LEGAL-010,source,SRC-055
AOS-LEGAL-010,source,SRC-056
AOS-LEGAL-010,source,SRC-057
AOS-LEGAL-011,spec,AOS-LEGAL-001#contract-principles
AOS-LEGAL-011,spec,AOS-LEGAL-005#contract-asks
AOS-LEGAL-012,spec,AOS-LEGAL-003#compliance-tooling
AOS-LEGAL-012,spec,AOS-ARCH-015#release-evidence
AOS-LEGAL-012,source,SRC-059
AOS-LEGAL-012,source,SRC-060
AOS-LEGAL-012,source,SRC-061
AOS-LEGAL-012,source,SRC-062
AOS-LEGAL-013,spec,AOS-LEGAL-004#evidence-package
AOS-LEGAL-013,spec,AOS-HW-008#certification-readiness
AOS-LEGAL-013,source,SRC-050
AOS-LEGAL-013,source,SRC-051
AOS-LEGAL-013,source,SRC-054
AOS-LEGAL-013,source,SRC-055
AOS-LEGAL-014,spec,AOS-HW-008#contract-requirements
AOS-LEGAL-014,spec,AOS-LEGAL-005#contractual-and-technical-asks
AOS-LEGAL-020,spec,AOS-LEGAL-008#matrix
AOS-LEGAL-020,spec,AOS-LEGAL-001#legal-workstreams
AOS-LEGAL-021,spec,AOS-LEGAL-003#release-gate
AOS-LEGAL-021,spec,AOS-SRC-N005#codename
AOS-LEGAL-021,source,SRC-098
AOS-LEGAL-021,source,SRC-099
AOS-LEGAL-022,spec,AOS-LEGAL-002#roles
AOS-LEGAL-022,spec,AOS-ARCH-018#taint
AOS-LEGAL-023,spec,AOS-LEGAL-007#nda
AOS-LEGAL-023,spec,AOS-HW-016#information
AOS-LEGAL-024,spec,AOS-LEGAL-010#review
AOS-LEGAL-024,spec,AOS-LEGAL-004#eu-path
AOS-LEGAL-024,source,SRC-097
AOS-LEGAL-025,spec,AOS-LEGAL-001#device-and-protocol-work
AOS-LEGAL-025,spec,AOS-HW-016#contract
AOS-COMM-000,spec,AOS-GOV-002#community-principles
AOS-COMM-001,spec,AOS-GOV-001#document-states
AOS-COMM-001,spec,AOS-GOV-002#maintainer-model
AOS-COMM-002,spec,AOS-GOV-002#decision-and-conduct
AOS-COMM-003,spec,AOS-GOV-002#contribution-path
AOS-COMM-003,spec,AOS-LEGAL-002#contributor-onboarding
AOS-COMM-003,spec,AOS-LEGAL-003#contributions
AOS-COMM-004,spec,AOS-GOV-002#community-principles
AOS-COMM-004,spec,AOS-PLAN-006#release-language
AOS-COMM-010,spec,AOS-META-001#publishing-flow
AOS-COMM-010,spec,AOS-META-004#generated-artifacts
AOS-COMM-011,spec,AOS-GOV-002#community-infrastructure
AOS-COMM-011,spec,AOS-PLAN-003#completion-rules
AOS-COMM-020,spec,AOS-LEGAL-005#priority-contacts
AOS-COMM-020,spec,AOS-LEGAL-005#contact-sequence
AOS-COMM-021,spec,AOS-ARCH-002#assurance-boundary
AOS-COMM-021,spec,AOS-ARCH-004#security-properties
AOS-COMM-030,spec,AOS-GOV-003#funding-sources
AOS-COMM-030,spec,AOS-GOV-003#transparency
AOS-COMM-031,spec,AOS-GOV-003#funding-principles
AOS-COMM-031,spec,AOS-GOV-003#transparency
AOS-COMM-040,spec,AOS-GOV-003#bounty-policy
AOS-COMM-040,spec,AOS-LEGAL-002#source-classes
AOS-COMM-050,spec,AOS-GOV-002#hardware-maintainers
AOS-COMM-050,spec,AOS-HW-001#support-levels
AOS-COMM-060,spec,AOS-GOV-002#hardware-maintainers
AOS-COMM-060,spec,AOS-HW-008#community-reference-kit
AOS-COMM-060,claim,CLM-021
AOS-COMM-060,experiment,EXP-090
AOS-COMM-070,spec,AOS-PROD-005#localization
AOS-COMM-070,spec,AOS-PROD-005#acceptance-requirements
AOS-COMM-080,spec,AOS-GOV-004#reporting-vulnerabilities
AOS-COMM-080,spec,AOS-GOV-004#researcher-safe-harbor
AOS-COMM-090,spec,AOS-LEGAL-006#communications-standard
AOS-COMM-090,spec,AOS-README#repository-artifacts
AOS-COMM-100,spec,AOS-GOV-006#categories
AOS-COMM-100,spec,AOS-LEGAL-005#priority-contacts
AOS-COMM-101,spec,AOS-GOV-006#outreach
AOS-COMM-101,spec,AOS-PLAN-015#briefing
AOS-COMM-102,spec,AOS-GOV-006#qualification
AOS-COMM-102,spec,AOS-GOV-005#maintainers
AOS-COMM-103,spec,AOS-GOV-005#launch-gate
AOS-COMM-103,spec,AOS-GOV-005#narrative
AOS-COMM-104,spec,AOS-GOV-006#categories
AOS-COMM-104,spec,AOS-RES-009#reproduction
AOS-ODM-000,spec,AOS-HW-008#design-now
AOS-ODM-010,spec,AOS-HW-008#design-now
AOS-ODM-010,spec,AOS-ARCH-006#manufacturing-interfaces
AOS-ODM-010,claim,CLM-020
AOS-ODM-010,experiment,EXP-080
AOS-ODM-011,spec,AOS-HW-010#decision-weights
AOS-ODM-011,spec,AOS-PROD-006#tier-three
AOS-ODM-011,spec,AOS-HW-008#architecture-envelope
AOS-ODM-011,spec,AOS-PLAN-006#quality-device-route-decision
AOS-ODM-012,spec,AOS-HW-008#commercial-readiness
AOS-ODM-012,spec,AOS-PLAN-004#cost-model
AOS-ODM-020,spec,AOS-HW-010#candidate-scorecard
AOS-ODM-020,spec,AOS-HW-008#carrier-board-stage
AOS-ODM-020,spec,AOS-HW-008#replaceability
AOS-ODM-021,spec,AOS-HW-008#carrier-board-stage
AOS-ODM-021,spec,AOS-ARCH-006#board-package
AOS-ODM-022,spec,AOS-HW-008#mechanical-and-power
AOS-ODM-022,spec,AOS-LEGAL-004#development-stages
AOS-ODM-023,spec,AOS-HW-006#controlled-proprietary-option
AOS-ODM-023,spec,AOS-HW-008#camera-manufacturing
AOS-ODM-024,spec,AOS-HW-007#module-selection
AOS-ODM-024,spec,AOS-LEGAL-004#cellular-path
AOS-ODM-025,spec,AOS-ARCH-013#root-of-trust
AOS-ODM-026,spec,AOS-HW-008#manufacturing-test
AOS-ODM-030,spec,AOS-HW-008#carrier-board-stage
AOS-ODM-030,spec,AOS-PLAN-006#quality-device-route-decision
AOS-ODM-030,claim,CLM-024
AOS-ODM-030,experiment,EXP-081
AOS-ODM-040,spec,AOS-HW-008#manufacturing-readiness
AOS-ODM-040,spec,AOS-LEGAL-004#development-stages
AOS-ODM-041,spec,AOS-HW-008#evt-dvt-pvt
AOS-ODM-041,spec,AOS-HW-009#procurement-controls
AOS-ODM-050,spec,AOS-LEGAL-004#development-stages
AOS-ODM-050,spec,AOS-LEGAL-004#evidence-package
AOS-ODM-060,spec,AOS-HW-008#odm-rfi
AOS-ODM-060,spec,AOS-LEGAL-005#contact-dossier
AOS-ODM-061,spec,AOS-HW-008#partner-scorecard
AOS-ODM-061,spec,AOS-LEGAL-005#contractual-and-technical-asks
AOS-ODM-070,spec,AOS-LEGAL-001#contract-principles
AOS-ODM-080,spec,AOS-PLAN-004#funding-tranches
AOS-ODM-080,spec,AOS-HW-008#commercial-readiness
AOS-ODM-090,spec,AOS-PLAN-006#technical-gates
AOS-ODM-090,spec,AOS-HW-008#odm-rfi
AOS-ODM-100,spec,AOS-HW-008#design-now
AOS-ODM-100,spec,AOS-HW-013#quality-ceiling
AOS-ODM-101,spec,AOS-LEGAL-007#device
AOS-ODM-101,spec,AOS-HW-008#partner-scorecard
