External ID,Title,Description,Status,Priority,Assignee,Project,Team,Labels,Parent External ID,Start Date,Due Date,Milestone,Estimate Days
AOS-CORE-010,Boot Agent OS in QEMU AArch64,"**Outcome.** Reach deterministic structured early console, boot-info parsing, memory discovery, and controlled halt on the primary emulated architecture.

**Scope.** Produce and integrate: QEMU virt boot path; early console; boot manifest parser; panic/halt path; CI launcher. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep policy, drivers, compatibility, filesystems, networking, graphics, and product behavior outside the minimal kernel boundary.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- AArch64 image boots in CI, emits machine-parseable stages, rejects invalid descriptors, and halts without undefined reset loops
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
QEMU virt boot path; early console; boot manifest parser; panic/halt path; CI launcher

## Verification
EXP-001 across repeated clean CI runs and malformed boot descriptors

## Evidence
UART logs; build manifests; reproducibility comparison; EXP-001 record

## Traceability
Specs: AOS-ARCH-002#boot-and-architecture;AOS-ARCH-015#emulation
Sources: none
Claims: CLM-001
Experiments: EXP-001",Backlog,P0,,Microkernel Core,Kernel,"aos-core,aarch64,p0,experiment",AOS-CORE-000,2026-07-20,2026-08-23,M1,12
AOS-CORE-011,Boot Agent OS in QEMU x86-64,"**Outcome.** Prove architecture separation with a second ISA and the same kernel object/service semantics.

**Scope.** Produce and integrate: x86-64 boot/console/interrupt skeleton; shared architecture traits; conformance harness. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep policy, drivers, compatibility, filesystems, networking, graphics, and product behavior outside the minimal kernel boundary.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- Both ISAs execute the same architecture-independent kernel tests and target-specific code remains under declared modules
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
x86-64 boot/console/interrupt skeleton; shared architecture traits; conformance harness

## Verification
EXP-002 and source-dependency comparison against AArch64

## Evidence
boot logs; architecture boundary report; EXP-002 record

## Traceability
Specs: AOS-ARCH-002#boot-and-architecture;AOS-ARCH-001#portability-test
Sources: none
Claims: CLM-002
Experiments: EXP-002",Backlog,P1,,Microkernel Core,Kernel,"aos-core,x86-64,p1,experiment",AOS-CORE-000,2026-08-03,2026-09-13,M1,12
AOS-CORE-012,Define boot handoff and platform description contract,"**Outcome.** Specify the trusted data passed from loader/firmware into the kernel without binding to one firmware or device tree representation.

**Scope.** Produce and integrate: boot handoff schema; memory/CPU/device seed records; integrity/version rules; parser tests. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep policy, drivers, compatibility, filesystems, networking, graphics, and product behavior outside the minimal kernel boundary.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- UEFI, device tree, board loader, or future secure loader can normalize into one versioned bounded handoff
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
boot handoff schema; memory/CPU/device seed records; integrity/version rules; parser tests

## Verification
fuzz parser and adapt both QEMU architectures without changing kernel-neutral fields

## Evidence
schema; fuzz report; compatibility test

## Traceability
Specs: AOS-ARCH-002#boot-and-architecture;AOS-ARCH-013#boot-chain
Sources: none
Claims: none
Experiments: none",Backlog,P0,,Microkernel Core,Kernel,"aos-core,boot,p0,task",AOS-CORE-000,2026-07-27,2026-08-23,M1,7
AOS-CORE-013,Implement physical memory manager,"**Outcome.** Track usable, reserved, device, firmware, secure, persistent, and crash memory with bounded allocation behavior.

**Scope.** Produce and integrate: frame allocator; region database; reservation API; poisoning/debug modes; statistics. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep policy, drivers, compatibility, filesystems, networking, graphics, and product behavior outside the minimal kernel boundary.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- No frame is simultaneously owned, reserved frames are never allocated, exhaustion is explicit, and statistics reconcile
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
frame allocator; region database; reservation API; poisoning/debug modes; statistics

## Verification
property tests, exhaustion, overlap, fragmentation and malformed-map tests

## Evidence
allocation invariant report; stress logs; memory map artifacts

## Traceability
Specs: AOS-ARCH-003#physical-memory;AOS-ARCH-012#memory-safety
Sources: none
Claims: none
Experiments: none",Backlog,P0,,Microkernel Core,Kernel,"aos-core,memory,p0,task",AOS-CORE-000,2026-08-03,2026-09-13,M1,12
AOS-CORE-014,Implement virtual address spaces and mappings,"**Outcome.** Create architecture-independent address-space objects with explicit mapping rights, ownership, invalidation, and teardown.

**Scope.** Produce and integrate: address-space object; page-table backends; map/unmap/protect; shootdown hooks; tests. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep policy, drivers, compatibility, filesystems, networking, graphics, and product behavior outside the minimal kernel boundary.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- Mappings cannot exceed memory-object rights, stale translations are invalidated, and teardown returns every owned resource
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
address-space object; page-table backends; map/unmap/protect; shootdown hooks; tests

## Verification
randomized mapping model comparison and permission/fault tests on both QEMU targets

## Evidence
differential test report; fault traces; leak accounting

## Traceability
Specs: AOS-ARCH-003#address-spaces;AOS-ARCH-004#memory-capabilities
Sources: none
Claims: none
Experiments: none",Backlog,P0,,Microkernel Core,Kernel,"aos-core,memory,p0,task",AOS-CORE-000,2026-08-10,2026-10-04,M1,16
AOS-CORE-015,Enter user mode and launch initial process,"**Outcome.** Load a signed/test user image, create its address space and handles, enter user mode, and receive syscalls/exceptions safely.

**Scope.** Produce and integrate: image loader subset; initial process creation; user entry/exit; syscall ABI; startup handle table. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep policy, drivers, compatibility, filesystems, networking, graphics, and product behavior outside the minimal kernel boundary.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- User code cannot execute with kernel privilege, malformed images fail before execution, and startup authority is explicit
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
image loader subset; initial process creation; user entry/exit; syscall ABI; startup handle table

## Verification
launch valid/invalid images, fault user code, and inspect isolation/crash artifacts

## Evidence
user boot trace; invalid-image results; syscall conformance log

## Traceability
Specs: AOS-ARCH-003#process-model;AOS-ARCH-013#initial-system-image
Sources: none
Claims: none
Experiments: none",Backlog,P0,,Microkernel Core,Kernel,"aos-core,processes,p0,task",AOS-CORE-000,2026-08-24,2026-10-04,M1,12
AOS-CORE-016,"Implement exceptions, interrupts, timers, and CPU-local state","**Outcome.** Handle synchronous faults, interrupts, timers, inter-processor hooks, and per-CPU state through bounded architecture backends.

**Scope.** Produce and integrate: vector/IDT code; exception frames; interrupt controller abstraction; monotonic timer; CPU-local storage. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep policy, drivers, compatibility, filesystems, networking, graphics, and product behavior outside the minimal kernel boundary.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- Fault origin and recovery policy are explicit, timer is monotonic within contract, and unhandled interrupts cannot livelock silently
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
vector/IDT code; exception frames; interrupt controller abstraction; monotonic timer; CPU-local storage

## Verification
inject each exception/IRQ class, timer wrap/bounds, nested/disabled states and malformed returns

## Evidence
interrupt/fault matrix; latency samples; architecture review

## Traceability
Specs: AOS-ARCH-003#exceptions-and-interrupts;AOS-ARCH-003#time
Sources: none
Claims: none
Experiments: none",Backlog,P0,,Microkernel Core,Kernel,"aos-core,architecture,p0,task",AOS-CORE-000,2026-08-03,2026-09-20,M1,15
AOS-CORE-017,Implement kernel object and lifetime framework,"**Outcome.** Provide typed reference-counted kernel objects with stable IDs, rights checks, wait signals, destruction, and diagnostic state.

**Scope.** Produce and integrate: object base; type registry; lifecycle hooks; signals; object stats; tests. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep policy, drivers, compatibility, filesystems, networking, graphics, and product behavior outside the minimal kernel boundary.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- Object destruction is deterministic under the contract, stale handles fail, and object resources reconcile after stress
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
object base; type registry; lifecycle hooks; signals; object stats; tests

## Verification
lifetime/refcount/model properties, concurrent close/use, and leak detection

## Evidence
object lifecycle report; sanitizer/model logs; object inventory

## Traceability
Specs: AOS-ARCH-002#kernel-objects;AOS-ARCH-004#object-rights
Sources: none
Claims: none
Experiments: none",Backlog,P0,,Microkernel Core,Kernel,"aos-core,kernel-objects,p0,task",AOS-CORE-000,2026-08-17,2026-09-27,M2,12
AOS-CORE-018,Implement process and thread lifecycle,"**Outcome.** Create, start, stop, kill, wait, inspect, and reap processes/threads with bounded authority and resources.

**Scope.** Produce and integrate: process/thread objects; lifecycle syscalls; exit reasons; parent/job ownership; reaper. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep policy, drivers, compatibility, filesystems, networking, graphics, and product behavior outside the minimal kernel boundary.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- Every lifecycle transition has one outcome, waiters observe consistent exit state, and terminated work cannot retain authority
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
process/thread objects; lifecycle syscalls; exit reasons; parent/job ownership; reaper

## Verification
state-machine tests, concurrent kill/wait, crash storms, orphan/reaping and quota tests

## Evidence
lifecycle trace; stress report; resource reconciliation

## Traceability
Specs: AOS-ARCH-003#process-model;AOS-ARCH-003#thread-model
Sources: none
Claims: none
Experiments: none",Backlog,P0,,Microkernel Core,Kernel,"aos-core,processes,p0,task",AOS-CORE-000,2026-08-31,2026-10-18,M2,15
AOS-CORE-020,Prove user-process isolation and fault containment,"**Outcome.** Demonstrate that memory, illegal instruction, syscall, resource, and crash faults remain within defined process/job boundaries.

**Scope.** Produce and integrate: fault injector; adversarial user programs; kernel-integrity checks; crash evidence. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep policy, drivers, compatibility, filesystems, networking, graphics, and product behavior outside the minimal kernel boundary.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- Faulting process terminates or receives a defined exception without reading/writing another address space or destabilizing kernel progress
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
fault injector; adversarial user programs; kernel-integrity checks; crash evidence

## Verification
EXP-003 across both QEMU architectures

## Evidence
fault traces; kernel/state integrity report; EXP-003 record

## Traceability
Specs: AOS-ARCH-003#fault-containment;AOS-ARCH-012#isolation-goals
Sources: none
Claims: CLM-001
Experiments: EXP-003",Backlog,P0,,Microkernel Core,Kernel,"aos-core,isolation,p0,experiment",AOS-CORE-000,2026-09-14,2026-10-11,M1,8
AOS-CORE-021,"Implement monotonic time, deadlines, and timer objects","**Outcome.** Expose monotonic clocks, bounded deadlines, cancellation, timer objects, and time-source quality to user space.

**Scope.** Produce and integrate: clock API; timer object; deadline queue; cancellation; calibration/quality fields. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep policy, drivers, compatibility, filesystems, networking, graphics, and product behavior outside the minimal kernel boundary.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- Deadlines use one documented monotonic domain, cancellation has a defined race outcome, and timer resources are quota-accounted
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
clock API; timer object; deadline queue; cancellation; calibration/quality fields

## Verification
ordering, cancellation races, overflow, suspend adjustment contract and load tests

## Evidence
timer conformance; latency/error histograms; race test logs

## Traceability
Specs: AOS-ARCH-003#time;AOS-ARCH-007#time-service
Sources: none
Claims: none
Experiments: none",Backlog,P1,,Microkernel Core,Kernel,"aos-core,time,p1,task",AOS-CORE-000,2026-09-07,2026-10-11,M2,9
AOS-CORE-022,Implement baseline scheduler,"**Outcome.** Schedule runnable threads with bounded classes, fairness, affinity, accounting, preemption, and idle behavior.

**Scope.** Produce and integrate: run queues; priority/weight classes; preemption; affinity; CPU-time accounting; idle hooks. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep policy, drivers, compatibility, filesystems, networking, graphics, and product behavior outside the minimal kernel boundary.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- Runnable work makes progress under policy, CPU accounting reconciles, and class/priority behavior is documented rather than accidental
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
run queues; priority/weight classes; preemption; affinity; CPU-time accounting; idle hooks

## Verification
deterministic model tests plus fairness, starvation, latency and overload workloads

## Evidence
scheduler traces; latency/fairness report; accounting reconciliation

## Traceability
Specs: AOS-ARCH-003#scheduler;AOS-ARCH-014#scheduler-energy-contract
Sources: none
Claims: none
Experiments: none",Backlog,P0,,Microkernel Core,Kernel,"aos-core,scheduling,p0,task",AOS-CORE-000,2026-09-21,2026-11-22,M2,18
AOS-CORE-023,Implement synchronization primitives and futex-like wait,"**Outcome.** Provide minimal kernel-assisted blocking for user-space mutexes/conditions with cancellation and priority policy.

**Scope.** Produce and integrate: wait-on-word primitive; wake/requeue; robust cancellation; ownership metadata; tests. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep policy, drivers, compatibility, filesystems, networking, graphics, and product behavior outside the minimal kernel boundary.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- No lost wakeup under specified memory ordering, wait is tied to mapped ownership, and cancellation/exit cannot strand kernel resources
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
wait-on-word primitive; wake/requeue; robust cancellation; ownership metadata; tests

## Verification
race model, lost-wakeup, ABA/address reuse, timeout, process exit and contention tests

## Evidence
concurrency test report; scheduler traces; invariant notes

## Traceability
Specs: AOS-ARCH-003#synchronization;AOS-ARCH-003#priority-inversion
Sources: none
Claims: none
Experiments: none",Backlog,P0,,Microkernel Core,Kernel,"aos-core,synchronization,p0,task",AOS-CORE-000,2026-10-05,2026-11-22,M2,14
AOS-CORE-030,Implement capability spaces and handle operations,"**Outcome.** Represent explicit per-process authority with typed handles, rights, duplication, transfer preparation, close, and introspection.

**Scope.** Produce and integrate: capability space; handle encoding; rights/type checks; duplicate/close; audit hooks; tests. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep policy, drivers, compatibility, filesystems, networking, graphics, and product behavior outside the minimal kernel boundary.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- Handles cannot be forged or widened, type/rights checks precede use, and table exhaustion/failure is bounded
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
capability space; handle encoding; rights/type checks; duplicate/close; audit hooks; tests

## Verification
model comparison, stale/forged handles, concurrency, exhaustion and enumeration-authority tests

## Evidence
capability conformance report; fuzz corpus; audit sample

## Traceability
Specs: AOS-ARCH-004#capability-semantics;AOS-ARCH-004#handle-tables
Sources: none
Claims: none
Experiments: none",Backlog,P0,,Microkernel Core,Kernel,"aos-core,capabilities,p0,task",AOS-CORE-000,2026-09-14,2026-11-01,M2,15
AOS-CORE-031,Implement synchronous IPC channel and message transfer,"**Outcome.** Transfer bounded typed bytes and capabilities between endpoints with clear ownership, cancellation, timeout, and peer-close behavior.

**Scope.** Produce and integrate: channel endpoint object; send/call/reply; handle transfer; buffers; cancellation; peer signals. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep policy, drivers, compatibility, filesystems, networking, graphics, and product behavior outside the minimal kernel boundary.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- A handle has one defined owner after transfer, malformed messages cannot mutate authority, and blocked calls terminate under timeout/peer death
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
channel endpoint object; send/call/reply; handle transfer; buffers; cancellation; peer signals

## Verification
message/handle fuzzing, races, peer death, timeout, quota and model tests

## Evidence
IPC conformance; throughput/latency baseline; fault traces

## Traceability
Specs: AOS-ARCH-004#ipc-model;AOS-ARCH-005#wire-format
Sources: none
Claims: none
Experiments: none",Backlog,P0,,Microkernel Core,Kernel,"aos-core,ipc,p0,task",AOS-CORE-000,2026-10-05,2026-11-29,M2,18
AOS-CORE-032,"Implement rights attenuation, delegation, and revocation model","**Outcome.** Make delegated authority monotonically narrower and revoke future use according to an explicit scalable model.

**Scope.** Produce and integrate: attenuation rules; derivation/revocation objects; IPC integration; revocation cost/latency tests; policy docs. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep policy, drivers, compatibility, filesystems, networking, graphics, and product behavior outside the minimal kernel boundary.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- No derivation gains rights, revocation has documented in-flight semantics, and completion/resource costs are bounded or explicitly limited
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
attenuation rules; derivation/revocation objects; IPC integration; revocation cost/latency tests; policy docs

## Verification
EXP-004 property/model tests under concurrent use and deep delegation

## Evidence
revocation trace; complexity/latency report; EXP-004 record

## Traceability
Specs: AOS-ARCH-004#delegation-and-attenuation;AOS-ARCH-004#revocation
Sources: SRC-001;SRC-002;SRC-007;SRC-008
Claims: none
Experiments: EXP-004",Backlog,P0,,Microkernel Core,Kernel,"aos-core,capabilities,p0,experiment",AOS-CORE-000,2026-10-26,2026-12-20,M2,15
AOS-CORE-033,Implement wait sets and asynchronous notification objects,"**Outcome.** Allow services to wait on bounded sets of signals, interrupts, channels, timers, and lifecycle events without polling.

**Scope.** Produce and integrate: wait set/port object; registration tokens; edge/level policy; cancellation; batching; tests. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep policy, drivers, compatibility, filesystems, networking, graphics, and product behavior outside the minimal kernel boundary.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- Services can multiplex events without busy waiting and event delivery/cancellation semantics are deterministic
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
wait set/port object; registration tokens; edge/level policy; cancellation; batching; tests

## Verification
lost/duplicate event, unregister race, peer death, overload and fairness tests

## Evidence
event conformance report; stress traces; memory/accounting report

## Traceability
Specs: AOS-ARCH-004#waiting-and-signals;AOS-ARCH-007#event-loop
Sources: none
Claims: none
Experiments: none",Backlog,P1,,Microkernel Core,Kernel,"aos-core,ipc,p1,task",AOS-CORE-000,2026-11-02,2026-12-20,M2,12
AOS-CORE-034,"Implement jobs, quotas, and resource accounting","**Outcome.** Bound processes and services by memory, handles, threads, IPC, CPU time and kernel-resource budgets.

**Scope.** Produce and integrate: job/resource domain; quota counters; inheritance; denial reasons; metrics; tests. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep policy, drivers, compatibility, filesystems, networking, graphics, and product behavior outside the minimal kernel boundary.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- Every scarce kernel object is charged, denial is explicit, and termination/revocation returns charges without underflow/overflow
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
job/resource domain; quota counters; inheritance; denial reasons; metrics; tests

## Verification
exhaust each resource, nested domains, concurrent charge/release, process death and accounting reconciliation

## Evidence
quota test matrix; denial logs; leak report

## Traceability
Specs: AOS-ARCH-003#resource-accounting;AOS-ARCH-010#agent-budgets
Sources: none
Claims: none
Experiments: none",Backlog,P0,,Microkernel Core,Kernel,"aos-core,resources,p0,task",AOS-CORE-000,2026-11-02,2026-12-20,M2,14
AOS-CORE-035,Enable symmetric multiprocessing and cross-CPU coordination,"**Outcome.** Run processes across multiple CPUs with correct interrupt routing, scheduling, TLB invalidation, object synchronization, and hot/offline policy.

**Scope.** Produce and integrate: CPU discovery/start; per-CPU queues; IPIs; shootdowns; lock strategy; stress tests. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep policy, drivers, compatibility, filesystems, networking, graphics, and product behavior outside the minimal kernel boundary.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- No single-core assumptions remain in portable kernel code and multicore results preserve isolation/accounting invariants
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
CPU discovery/start; per-CPU queues; IPIs; shootdowns; lock strategy; stress tests

## Verification
multicore stress, randomized scheduling, TLB/mapping races, CPU offline/failure injection

## Evidence
Agent OS correctness report; race traces; scaling baseline

## Traceability
Specs: AOS-ARCH-003#aos-model;AOS-ARCH-003#address-spaces
Sources: none
Claims: none
Experiments: none",Backlog,P1,,Microkernel Core,Kernel,"aos-core,smp,p1,task",AOS-CORE-000,2026-12-14,2027-03-21,M3,25
AOS-CORE-036,Validate IPC priority propagation and deadline behavior,"**Outcome.** Prevent unbounded priority inversion and characterize IPC/scheduler latency under adversarial service graphs.

**Scope.** Produce and integrate: priority/deadline policy; adversarial workload generator; trace analysis; limits. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep policy, drivers, compatibility, filesystems, networking, graphics, and product behavior outside the minimal kernel boundary.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- The design bounds or explicitly rejects problematic call chains and reports violated deadlines/accounting accurately
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
priority/deadline policy; adversarial workload generator; trace analysis; limits

## Verification
EXP-005 across nested calls, cancellation, overload and malicious servers

## Evidence
latency histograms; dependency-chain traces; EXP-005 record

## Traceability
Specs: AOS-ARCH-003#priority-inversion;AOS-ARCH-004#ipc-scheduling
Sources: SRC-010
Claims: none
Experiments: EXP-005",Backlog,P1,,Microkernel Core,Kernel,"aos-core,performance,p1,experiment",AOS-CORE-000,2026-11-30,2027-01-17,M2,12
AOS-CORE-037,Implement IOMMU and DMA ownership primitives,"**Outcome.** Give user-space driver domains safe, bounded DMA mappings and interrupt resources without general physical-memory authority.

**Scope.** Produce and integrate: DMA domain object; pinned memory; IOVA allocator; IOMMU backend hooks; cache/coherency contract; tests. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Keep policy, drivers, compatibility, filesystems, networking, graphics, and product behavior outside the minimal kernel boundary.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.

## Acceptance criteria
- A driver can DMA only to granted mappings and device/domain teardown revokes access before memory reuse
- Named deliverables are committed or stored under stable IDs with owner and reviewer
- The stated verification passes on the declared target or the task records a bounded negative result
- Affected specifications, claims, risks, dependencies, and follow-up tasks are updated

## Deliverables
DMA domain object; pinned memory; IOVA allocator; IOMMU backend hooks; cache/coherency contract; tests

## Verification
invalid DMA, teardown, device reset, concurrent mapping and no-IOMMU fallback policy tests

## Evidence
DMA isolation report; IOMMU traces; residual-risk record

## Traceability
Specs: AOS-ARCH-006#dma-and-iommu;AOS-ARCH-012#dma-threat
Sources: none
Claims: none
Experiments: none",Backlog,P1,,Microkernel Core,Kernel,"aos-core,i/o-security,p1,task",AOS-CORE-000,2027-01-25,2027-04-18,M3,20
