task_id,title,issue_type,track,workstream,parent_id,summary,description,acceptance_criteria,dependencies,related_tasks,related_specs,priority,risk,owner_role,estimate_days,start_week,duration_weeks,start_date,target_date,milestone,status,github_labels,linear_team,linear_project,deliverables,verification,evidence,source_refs,implementation_phase,documentation_volume,claim_refs,experiment_refs,review_required,public_output
AOS-PLAT-035,Implement input service and semantic event contract,Task,AOS-PLAT,Input,AOS-PLAT-000,"Normalize touch, pointer, keyboard, switch, stylus and sensors into secure timestamped input streams and semantic focus actions.","**Outcome.** Normalize touch, pointer, keyboard, switch, stylus and sensors into secure timestamped input streams and semantic focus actions.

**Scope.** Produce and integrate: input IDL; HID/virtio backends; seat/focus routing; secure-input mode; replay fixtures. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Use Agent OS IDL and capabilities as the native contract; target, POSIX, Android, Linux, and vendor types must terminate in adapters.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Input is delivered only to authorized focus paths, secure mode excludes journals/observers, and replay is explicit/diagnostic-only; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-PLAT-013;AOS-PLAT-024,AOS-PLAT-034,AOS-ARCH-008#input-service;AOS-PROD-005#input-modalities,P1,High,Input/Accessibility Engineer,16,40,10,2027-04-19,2027-06-27,M4,Backlog,aos-plat;input;p1;task,Platform,Portable Platform,input IDL; HID/virtio backends; seat/focus routing; secure-input mode; replay fixtures,"multi-device, hotplug, timestamp/order, focus isolation, secure-field and accessibility tests",input conformance; secure-field taint results; latency metrics,,Phase 6,Volume 02,,,,No
AOS-PLAT-036,Implement audio service and graph contract,Task,AOS-PLAT,Audio,AOS-PLAT-000,"Route capture/playback streams, devices, volume/policy, timing, privacy indicators, low-latency paths and telephony endpoints through native services.","**Outcome.** Route capture/playback streams, devices, volume/policy, timing, privacy indicators, low-latency paths and telephony endpoints through native services.

**Scope.** Produce and integrate: audio IDL; graph/mixer; USB/virtual backend; clock/latency model; capture privacy; loopback tests. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Use Agent OS IDL and capabilities as the native contract; target, POSIX, Android, Linux, and vendor types must terminate in adapters.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Capture requires explicit authority/indicator, timing is measurable, and backend changes do not alter product audio semantics; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-PLAT-023;AOS-PLAT-024;AOS-PLAT-013,,AOS-ARCH-007#audio-service;AOS-HW-007#audio-routing,P1,High,Audio Engineer,24,42,14,2027-05-03,2027-08-08,M4,Backlog,aos-plat;audio;p1;task,Platform,Portable Platform,audio IDL; graph/mixer; USB/virtual backend; clock/latency model; capture privacy; loopback tests,"latency/drift/glitch, route changes, device removal, permission, suspend and crash tests",audio metrics; route matrix; privacy review; conformance logs,,Phase 6,Volume 02,,,,No
AOS-PLAT-037,"Implement display, buffer, and compositor backend contract",Task,AOS-PLAT,Graphics,AOS-PLAT-000,"Provide displays, modes, surfaces, buffer collections, synchronization, presentation timing, capture policy and fallback through native services.","**Outcome.** Provide displays, modes, surfaces, buffer collections, synchronization, presentation timing, capture policy and fallback through native services.

**Scope.** Produce and integrate: display/buffer IDL; software/virtio backend; compositor integration; synchronization/timing; capture permissions. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Use Agent OS IDL and capabilities as the native contract; target, POSIX, Android, Linux, and vendor types must terminate in adapters.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Client buffers cannot be reused before release, presentation outcomes are timestamped, and secure surfaces cannot be captured without grant; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",,AOS-PLAT-023;AOS-PLAT-024;AOS-CORE-037,AOS-ARCH-008#display-contract;AOS-ARCH-008#scene-and-semantics,P0,Critical,Graphics Platform Engineer,28,36,16,2027-03-22,2027-07-11,M3,Backlog,aos-plat;graphics;p0;task,Platform,Portable Platform,display/buffer IDL; software/virtio backend; compositor integration; synchronization/timing; capture permissions,"first-frame, mode change, buffer lifetime, missed deadline, driver restart, secure surface and load tests",first-frame artifact; frame timing; buffer lifecycle trace; conformance,,Phase 2,Volume 02,,,,No
AOS-PLAT-038,Specify GPU acceleration and command-submission contract,Spike,AOS-PLAT,Graphics,AOS-PLAT-000,"Separate portable graphics APIs, GPU memory/context/queue services, compiler/runtime backends, and device-specific command streams.","**Outcome.** Separate portable graphics APIs, GPU memory/context/queue services, compiler/runtime backends, and device-specific command streams.

**Scope.** Produce and integrate: GPU service contract; memory/context/isolation model; software reference; backend requirements; fault/reset policy. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Use Agent OS IDL and capabilities as the native contract; target, POSIX, Android, Linux, and vendor types must terminate in adapters.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","No vendor command stream enters product/compositor API and GPU reset/fault/memory isolation are explicit before hardware implementation; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-CORE-037,AOS-PLAT-037,AOS-ARCH-006#gpu-contract;AOS-ARCH-008#gpu-acceleration,P2,Critical,GPU Architect,18,44,14,2027-05-17,2027-08-22,M5,Backlog,aos-plat;graphics;p2;spike,Platform,Portable Platform,GPU service contract; memory/context/isolation model; software reference; backend requirements; fault/reset policy,architecture/security review and two candidate backend mapping exercises,contract draft; gap analysis; threat/performance model,,Phase 6,Volume 02,,,,No
AOS-PLAT-039,Specify portable camera service contract,Task,AOS-PLAT,Camera Platform,AOS-PLAT-000,"Represent sensors, streams, controls, metadata, frames, calibration, 3A, processing stages, privacy, timing and power independent of one ISP.","**Outcome.** Represent sensors, streams, controls, metadata, frames, calibration, 3A, processing stages, privacy, timing and power independent of one ISP.

**Scope.** Produce and integrate: camera IDL; stream/control/result model; buffer/timestamp ownership; privacy/lifecycle; conformance fixtures. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Use Agent OS IDL and capabilities as the native contract; target, POSIX, Android, Linux, and vendor types must terminate in adapters.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Capture metadata can reproduce exposure/lens/timing context and ISP/vendor-specific controls remain extensible but bounded; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-PLAT-002,AOS-PLAT-024;AOS-PLAT-035,AOS-ARCH-006#camera-contract;AOS-HW-006#portable-camera-stack,P1,Critical,Camera Architect,15,32,10,2027-02-22,2027-05-02,M4,Backlog,aos-plat;camera-platform;p1;task,Platform,Portable Platform,camera IDL; stream/control/result model; buffer/timestamp ownership; privacy/lifecycle; conformance fixtures,"map virtual, documented-board and hypothetical proprietary pipeline without API forks",mapping report; schema tests; security/camera review,,Phase 2,Volume 02,,,,No
AOS-PLAT-040,Specify portable cellular and telephony service contracts,Task,AOS-PLAT,Cellular Platform,AOS-PLAT-000,"Separate modem transport, registration, packet data, SMS, SIM/eSIM, GNSS, voice, IMS, emergency and policy into native capability services.","**Outcome.** Separate modem transport, registration, packet data, SMS, SIM/eSIM, GNSS, voice, IMS, emergency and policy into native capability services.

**Scope.** Produce and integrate: cellular/telephony IDL set; state machines; error/provisioning/security/power fields; fake backends. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Use Agent OS IDL and capabilities as the native contract; target, POSIX, Android, Linux, and vendor types must terminate in adapters.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Data support cannot imply voice/IMS, emergency state is explicit, and SIM/eSIM secrets stay behind scoped services; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-PLAT-002;AOS-PLAT-024,AOS-PLAT-033;AOS-PLAT-036,AOS-ARCH-006#cellular-contract;AOS-HW-007#separate-capability-gates,P1,Critical,Cellular Architect,18,38,12,2027-04-05,2027-06-27,M5,Backlog,aos-plat;cellular-platform;p1;task,Platform,Portable Platform,cellular/telephony IDL set; state machines; error/provisioning/security/power fields; fake backends,map MBIM/QMI/module/data/SMS and unresolved IMS paths without claiming unsupported functions,contract review; state-model tests; gap register,,Phase 2,Volume 02,,,,No
AOS-PLAT-041,"Implement power, thermal, battery, charging, and suspend service contracts",Task,AOS-PLAT,Power,AOS-PLAT-000,"Coordinate device power states, wake sources, thermal zones, performance hints, battery/charger safety, energy budgets and suspend transactions.","**Outcome.** Coordinate device power states, wake sources, thermal zones, performance hints, battery/charger safety, energy budgets and suspend transactions.

**Scope.** Produce and integrate: power/thermal IDL; dependency graph; suspend coordinator; battery/charger model; telemetry; fake backend. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Use Agent OS IDL and capabilities as the native contract; target, POSIX, Android, Linux, and vendor types must terminate in adapters.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Unsafe or unknown battery/thermal states fail safe, suspend has bounded rollback, and consumers receive no direct board regulator access; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-PLAT-013;AOS-CORE-022,AOS-PLAT-024,AOS-ARCH-014#power-service;AOS-ARCH-014#suspend-resume;AOS-HW-003#power-path,P0,Critical,Power Platform Engineer,24,36,16,2027-03-22,2027-07-11,M4,Backlog,aos-plat;power;p0;task,Platform,Portable Platform,power/thermal IDL; dependency graph; suspend coordinator; battery/charger model; telemetry; fake backend,"failed suspend participant, wake storm, thermal trip, charger removal, low battery and budget-enforcement tests",state traces; power/thermal safety review; energy accounting report,,Phase 2,Volume 02,,,,No
AOS-PLAT-050,"Implement package installation, verification, and component registry",Task,AOS-PLAT,Packages,AOS-PLAT-000,"Install signed packages transactionally, verify provenance/API/capabilities/resources, register components/integrations, and support rollback/uninstall.","**Outcome.** Install signed packages transactionally, verify provenance/API/capabilities/resources, register components/integrations, and support rollback/uninstall.

**Scope.** Produce and integrate: package format; verifier; registry; transactional installer; rollback/uninstall; policy UI API. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Use Agent OS IDL and capabilities as the native contract; target, POSIX, Android, Linux, and vendor types must terminate in adapters.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","No executable package runs before integrity, compatibility and capability review; failed install leaves prior state bootable; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-PLAT-014;AOS-SEC-060,AOS-PLAT-032,AOS-ARCH-007#package-model;AOS-PROD-003#integration-package;AOS-LEGAL-003#release-gate,P1,Critical,Package System Engineer,24,44,15,2027-05-17,2027-08-29,M4,Backlog,aos-plat;packages;p1;task,Platform,Portable Platform,package format; verifier; registry; transactional installer; rollback/uninstall; policy UI API,tampered/signature/API/dependency/migration/power-loss/uninstall tests,package conformance; attack/failure results; provenance/SBOM sample,,Phase 6,Volume 02,,,,No
AOS-PLAT-051,Implement transactional system update pipeline,Task,AOS-PLAT,Update,AOS-PLAT-000,"Assemble, stage, verify, activate, monitor, roll back, and report kernel/platform/product updates across supported targets.","**Outcome.** Assemble, stage, verify, activate, monitor, roll back, and report kernel/platform/product updates across supported targets.

**Scope.** Produce and integrate: update manifest; downloader/stager; slot/snapshot activation; health check; rollback; status/receipt. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Use Agent OS IDL and capabilities as the native contract; target, POSIX, Android, Linux, and vendor types must terminate in adapters.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","An interrupted or unhealthy update preserves/reaches a bootable trusted state and anti-rollback policy is explicit; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-PLAT-015;AOS-SEC-030,AOS-PLAT-050;AOS-SEC-032,AOS-ARCH-013#update-model;AOS-ARCH-013#rollback,P0,Critical,Update Engineer,30,48,18,2027-06-14,2027-10-17,M8,Backlog,aos-plat;update;p0;task,Platform,Portable Platform,update manifest; downloader/stager; slot/snapshot activation; health check; rollback; status/receipt,"tamper, interruption at every phase, bad kernel/service/schema, rollback attack and recovery tests on QEMU/board",update fault matrix; signed manifests; rollback/recovery traces,,Phase 6,Volume 02,,,,No
AOS-PLAT-052,Implement recovery environment and service tools,Task,AOS-PLAT,Recovery,AOS-PLAT-000,"Provide independent verified diagnostics, storage inspection, update repair, backup restore, key/revocation flow and target reflash without normal system services.","**Outcome.** Provide independent verified diagnostics, storage inspection, update repair, backup restore, key/revocation flow and target reflash without normal system services.

**Scope.** Produce and integrate: recovery image; console/UI; target transport; storage/update/backup tools; audit/export; destructive confirmations. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Use Agent OS IDL and capabilities as the native contract; target, POSIX, Android, Linux, and vendor types must terminate in adapters.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Recovery has an independent trust path, clearly distinguishes destructive actions, and does not expose protected data without authentication policy; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-PLAT-015;AOS-PLAT-031,AOS-SEC-041,AOS-ARCH-013#recovery-environment;AOS-PROD-004#failure-and-rollback,P0,Critical,Recovery Engineer,24,48,16,2027-06-14,2027-10-03,M8,Backlog,aos-plat;recovery;p0;task,Platform,Portable Platform,recovery image; console/UI; target transport; storage/update/backup tools; audit/export; destructive confirmations,"unbootable system, corrupt metadata, failed update, lost credential and malicious recovery media scenarios",recovery drill reports; signed image manifest; threat review,,Phase 6,Volume 02,,,,No
AOS-PLAT-060,Build unified observability and evidence export pipeline,Task,AOS-PLAT,Observability,AOS-PLAT-000,"Join logs, traces, metrics, power, frame, storage, network, crash and experiment metadata into reproducible bounded evidence bundles.","**Outcome.** Join logs, traces, metrics, power, frame, storage, network, crash and experiment metadata into reproducible bounded evidence bundles.

**Scope.** Produce and integrate: trace schema; correlation IDs; capture profiles; export/redaction; analysis notebooks/scripts; dashboard. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Use Agent OS IDL and capabilities as the native contract; target, POSIX, Android, Linux, and vendor types must terminate in adapters.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","A gate experiment can identify exact build/target/time/configuration and correlate events without collecting unapproved content; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-PLAT-011;AOS-PLAT-013,AOS-PLAT-041,AOS-ARCH-015#observability;AOS-RES-004#evidence-integrity,P1,High,Observability Engineer,20,34,14,2027-03-08,2027-06-13,M4,Backlog,aos-plat;observability;p1;task,Platform,Portable Platform,trace schema; correlation IDs; capture profiles; export/redaction; analysis notebooks/scripts; dashboard,"cross-layer incident reproduction, clock-correlation, rate/size limits, redaction and offline export",sample integrated evidence bundle; overhead analysis; privacy approval,,Phase 6,Volume 02,,,,No
AOS-PLAT-070,Implement emulator hardware-service backends and fault injection,Task,AOS-PLAT,Simulation,AOS-PLAT-000,Provide deterministic display/input/storage/network/audio/camera/cellular/power fakes that exercise portable services before hardware availability.,"**Outcome.** Provide deterministic display/input/storage/network/audio/camera/cellular/power fakes that exercise portable services before hardware availability.

**Scope.** Produce and integrate: fake device framework; scripted state/fault language; golden traces; CI scenarios; visual/control harness. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Use Agent OS IDL and capabilities as the native contract; target, POSIX, Android, Linux, and vendor types must terminate in adapters.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Every portable hardware service has a CI backend capable of success, denial, timeout, reset, removal and malformed-data cases; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-PLAT-003,AOS-PLAT-020;AOS-PLAT-024,AOS-ARCH-015#emulation;AOS-HW-001#qemu-track,P0,High,Simulation Engineer,25,22,18,2026-12-14,2027-04-18,M4,Backlog,aos-plat;simulation;p0;task,Platform,Portable Platform,fake device framework; scripted state/fault language; golden traces; CI scenarios; visual/control harness,service conformance and seeded disconnect/crash/corruption/latency/power cases,scenario catalog; deterministic replay results; coverage matrix,,Phase 6,Volume 02,,,,No
AOS-PLAT-080,Build cross-target platform conformance suite,Experiment,AOS-PLAT,Conformance,AOS-PLAT-000,"Prove that QEMU and native targets implement the same capability, lifecycle, error, update, recovery, power and service semantics.","**Outcome.** Prove that QEMU and native targets implement the same capability, lifecycle, error, update, recovery, power and service semantics.

**Scope.** Produce and integrate: conformance protocol; target adapters; result schema; CI/lab runner; waiver policy; dashboard. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Use Agent OS IDL and capabilities as the native contract; target, POSIX, Android, Linux, and vendor types must terminate in adapters.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Differences are declared optional capabilities or tracked defects—never silent target forks in portable clients; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-OPEN-020,AOS-PLAT-070;AOS-PLAT-030,AOS-ARCH-001#portability-test;AOS-ARCH-015#conformance,P0,Critical,Platform QA Lead,25,38,30,2027-04-05,2027-10-31,M5,Backlog,aos-plat;conformance;p0;experiment,Platform,Portable Platform,conformance protocol; target adapters; result schema; CI/lab runner; waiver policy; dashboard,"EXP-021 on QEMU, first board and second SoC as they become available",cross-target matrix; adapter leakage findings; EXP-021 records,,Phase 6,Volume 02,CLM-002;CLM-023,EXP-021,,No
AOS-PLAT-081,Implement hardware trace capture and deterministic replay,Task,AOS-PLAT,Simulation,AOS-PLAT-000,Record public-safe service-level traces from stock/reference/native systems and replay them against Agent OS backends without importing their OS ABI.,"**Outcome.** Record public-safe service-level traces from stock/reference/native systems and replay them against Agent OS backends without importing their OS ABI.

**Scope.** Produce and integrate: trace format; sanitizers; recorder adapters; replay engine; golden trace corpus; provenance manifest. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Use Agent OS IDL and capabilities as the native contract; target, POSIX, Android, Linux, and vendor types must terminate in adapters.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","Trace schema contains only approved portable observations, preserves timing/state needed for tests, and is versioned/provenanced; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-LEGAL-005,AOS-PLAT-060;AOS-PLAT-070,AOS-ARCH-015#trace-replay;AOS-LEGAL-002#artifact-controls,P1,High,Simulation/Evidence Engineer,20,36,16,2027-03-22,2027-07-11,M5,Backlog,aos-plat;simulation;p1;task,Platform,Portable Platform,trace format; sanitizers; recorder adapters; replay engine; golden trace corpus; provenance manifest,record/replay lifecycle scenarios and verify no protected/personal/Android/Linux type crosses format,trace corpus; sanitation/legal review; replay determinism report,,Phase 6,Volume 02,,,,No
AOS-PLAT-090,"Publish developer SDK, debugger, and service test kit",Task,AOS-PLAT,Developer Experience,AOS-PLAT-000,"Let contributors build native components, generate bindings, run emulator tests, inspect capabilities/traces, package, and validate without full source tree expertise.","**Outcome.** Let contributors build native components, generate bindings, run emulator tests, inspect capabilities/traces, package, and validate without full source tree expertise.

**Scope.** Produce and integrate: SDK/sysroot; IDL tools; emulator; debugger protocol/client; package tool; examples; conformance runner; docs. The work includes negative and failure-path behavior, documentation, ownership, and downstream interface impact.

**Boundary.** Use Agent OS IDL and capabilities as the native contract; target, POSIX, Android, Linux, and vendor types must terminate in adapters.

**Downstream trust.** Consumers may depend on the result only after the stated verification passes and the evidence artifact is linked. Unknowns become claim or experiment records rather than implicit promises.","A new contributor can build/test/debug/package a least-authority service using only documented public tools and no private target artifacts; Named deliverables are committed or stored under stable IDs with owner and reviewer; The stated verification passes on the declared target or the task records a bounded negative result; Affected specifications, claims, risks, dependencies, and follow-up tasks are updated",AOS-PLAT-003;AOS-PLAT-014;AOS-PLAT-070;AOS-CORE-038,,AOS-ARCH-015#developer-experience;AOS-GOV-002#community-infrastructure,P1,High,Developer Experience Lead,30,44,24,2027-05-17,2027-10-31,M8,Backlog,aos-plat;developer-experience;p1;task,Platform,Portable Platform,SDK/sysroot; IDL tools; emulator; debugger protocol/client; package tool; examples; conformance runner; docs,fresh external-style onboarding on Linux hosts and reproducible sample component release,onboarding timings; issue log; SDK manifest; sample artifacts,,Phase 6,Volume 02,,,,No
AOS-PLAT-100,Specify portable device-service quality profiles,Task,AOS-PLAT,Device Contracts,AOS-PLAT-000,Specify portable device-service quality profiles,"**Outcome.** Specify portable device-service quality profiles.

**Scope.** Produce the normative artifact, executable evidence, decision record, and follow-up work required by AOS-ARCH-020#contract-set, AOS-ARCH-020#quality. Preserve the native Agent OS boundary: Android/Linux behavior may inform Pixel 9 experiments but must not become a portable API or runtime dependency.

**Method.** Start from the immutable source corpus and primary references; identify assumptions and legal constraints; perform the bounded analysis or experiment; record raw evidence and uncertainty; update claims, risks, tasks, and cross-linked specifications.","The deliverable is linked to every listed specification and uses stable document/task/source identifiers.;The result distinguishes verified evidence, reasoned inference, unresolved assumptions, and rejected claims.;Acceptance evidence is reproducible from a clean environment or includes exact target, procedure, artifacts, and limitations.;Android, Linux, vendor, confidential, and reverse-engineered details remain behind the approved boundary with provenance and retirement metadata where applicable.",,,AOS-ARCH-020#contract-set;AOS-ARCH-020#quality,P1,Medium,Platform Architect,15,8,6,2026-09-07,2026-10-18,M2,Planned,aos-plat;device-contracts;phase-2;volume-02,Platform,Portable Platform,Normative report or implementation for Specify portable device-service quality profiles; machine-readable metadata; updated claim/risk/task records; review notes and follow-up issue links.,"Run the relevant document, schema, conformance, build, experiment, or hardware checks; independently review boundary compliance and acceptance criteria.","Versioned report, raw logs/data or source diff, checksums, reviewer identity/status, and links to the exact specification anchors.",,Phase 2,Volume 02,,,,No
AOS-PLAT-101,Implement the legacy-contamination interface linter,Task,AOS-PLAT,Compatibility Boundaries,AOS-PLAT-000,Implement the legacy-contamination interface linter,"**Outcome.** Implement the legacy-contamination interface linter.

**Scope.** Produce the normative artifact, executable evidence, decision record, and follow-up work required by AOS-ARCH-018#audit, AOS-ARCH-016#acceptance. Preserve the native Agent OS boundary: Android/Linux behavior may inform Pixel 9 experiments but must not become a portable API or runtime dependency.

**Method.** Start from the immutable source corpus and primary references; identify assumptions and legal constraints; perform the bounded analysis or experiment; record raw evidence and uncertainty; update claims, risks, tasks, and cross-linked specifications.","The deliverable is linked to every listed specification and uses stable document/task/source identifiers.;The result distinguishes verified evidence, reasoned inference, unresolved assumptions, and rejected claims.;Acceptance evidence is reproducible from a clean environment or includes exact target, procedure, artifacts, and limitations.;Android, Linux, vendor, confidential, and reverse-engineered details remain behind the approved boundary with provenance and retirement metadata where applicable.",,,AOS-ARCH-018#audit;AOS-ARCH-016#acceptance,P1,Medium,Platform Tooling Engineer,20,17,8,2026-11-09,2027-01-03,M2,Planned,aos-plat;compatibility-boundaries;phase-4;volume-10,Platform,Portable Platform,Normative report or implementation for Implement the legacy-contamination interface linter; machine-readable metadata; updated claim/risk/task records; review notes and follow-up issue links.,"Run the relevant document, schema, conformance, build, experiment, or hardware checks; independently review boundary compliance and acceptance criteria.","Versioned report, raw logs/data or source diff, checksums, reviewer identity/status, and links to the exact specification anchors.",,Phase 4,Volume 10,,,,No
AOS-PLAT-102,Build deterministic service trace replay harnesses,Task,AOS-PLAT,Trace Replay,AOS-PLAT-000,Build deterministic service trace replay harnesses,"**Outcome.** Build deterministic service trace replay harnesses.

**Scope.** Produce the normative artifact, executable evidence, decision record, and follow-up work required by AOS-ARCH-020#mocking, AOS-VAL-002#artifact. Preserve the native Agent OS boundary: Android/Linux behavior may inform Pixel 9 experiments but must not become a portable API or runtime dependency.

**Method.** Start from the immutable source corpus and primary references; identify assumptions and legal constraints; perform the bounded analysis or experiment; record raw evidence and uncertainty; update claims, risks, tasks, and cross-linked specifications.","The deliverable is linked to every listed specification and uses stable document/task/source identifiers.;The result distinguishes verified evidence, reasoned inference, unresolved assumptions, and rejected claims.;Acceptance evidence is reproducible from a clean environment or includes exact target, procedure, artifacts, and limitations.;Android, Linux, vendor, confidential, and reverse-engineered details remain behind the approved boundary with provenance and retirement metadata where applicable.",,,AOS-ARCH-020#mocking;AOS-VAL-002#artifact,P1,Medium,Platform Test Engineer,25,26,10,2027-01-11,2027-03-21,M3,Planned,aos-plat;trace-replay;phase-5;volume-10,Platform,Portable Platform,Normative report or implementation for Build deterministic service trace replay harnesses; machine-readable metadata; updated claim/risk/task records; review notes and follow-up issue links.,"Run the relevant document, schema, conformance, build, experiment, or hardware checks; independently review boundary compliance and acceptance criteria.","Versioned report, raw logs/data or source diff, checksums, reviewer identity/status, and links to the exact specification anchors.",,Phase 5,Volume 10,,,,No
